,handle,created_at,tweet_text,key_word_list
394,RepShontelBrown,2022-12-06T18:46:15.000Z,"It was a privilege to meet some of our nation’s finest at the Congressional Gold Medal ceremony honoring @CapitolPolice, @DCPoliceDept, &amp; January 6 heroes.

Our heroes deserve nothing less than the highest honor Congress can bestow for their bravery in defending our democracy. https://t.co/ZjiSxx6QwH","['privilege', 'meet', 'nation', 'fine', 'congressional', 'gold', 'medal', 'ceremony', 'honor', 'amp', 'january', 'hero', 'hero', 'deserve', 'less', 'high', 'honor', 'congress', 'bestow', 'bravery', 'defend', 'democracy']"
395,RepShontelBrown,2022-12-06T17:08:46.000Z,"With COVID, flu, and RSV cases surging across the country, it can be hard to find essential medicines for children. 

Learn what parents should know during the “tripledemic” below ⤵️, and visit https://t.co/z8ddRz7vrO for more info on how to stay healthy this winter. https://t.co/7DcRn8N308","['covid', 'flu', 'rsv', 'case', 'surge', 'country', 'hard', 'find', 'essential', 'medicine', 'child', 'learn', 'parent', 'know', 'tripledemic', 'visit', 'more', 'info', 'stay', 'healthy', 'winter']"
396,RepShontelBrown,2022-12-06T15:13:33.000Z,"Today we celebrate the ratification of the 13th Amendment to the Constitution, officially abolishing slavery in the United States.

156 years since the 13th Amendment, it is imperative that Congress passes the Abolition Amendment to #EndTheException and remove the Slavery Clause.","['today', 'celebrate', 'ratification', 'amendment', 'constitution', 'officially', 'abolish', 'slavery', 'united', 'states', 'year', 'amendment', 'imperative', 'congress', 'pass', 'abolition', 'amendment', 'endtheexception', 'remove', 'slavery', 'clause']"
397,RepShontelBrown,2022-12-05T20:58:20.000Z,"Reminder! The pause on federal student loan payments has been extended until June 30, 2023.
 
As a result, the 1,677,800 Ohio borrowers who qualify for @POTUS’ student loan forgiveness program will continue to receive financial relief. Learn more: https://t.co/LS968kjLd6 https://t.co/0kzrdJzs4w","['reminder', 'pause', 'federal', 'student', 'loan', 'payment', 'extend', 'june', 'result', 'ohio', 'borrower', 'qualify', 'student', 'loan', 'forgiveness', 'program', 'continue', 'receive', 'financial', 'relief', 'learn', 'more']"
398,RepShontelBrown,2022-12-05T19:00:02.000Z,"My vote last week in favor of the bipartisan Jackie Walorski Maternal and Child Home Visiting Reauthorization Act honors the legacy of our late colleague who was a tireless advocate of the #MIECHV program.
 
Families will flourish under this bill that sets them up for success.","['vote', 'last', 'week', 'favor', 'bipartisan', 'jackie', 'walorski', 'maternal', 'child', 'home', 'visiting', 'reauthorization', 'act', 'honor', 'legacy', 'late', 'colleague', 'tireless', 'advocate', 'miechv', 'program', 'family', 'flourish', 'bill', 'set', 'success']"
399,RepShontelBrown,2022-12-05T18:11:37.000Z,"For information on how schools and educators can utilize ARP funds to address pandemic learning loss, click here: https://t.co/QgmrDZTGzm","['information', 'school', 'educator', 'utilize', 'arp', 'fund', 'address', 'pandemic', 'learning', 'loss', 'click', 'here']"
400,RepBrownley,2022-12-06T22:50:53.000Z,"Happy holidays from the White House! 🎄 Thank you, @POTUS and @FLOTUS, for welcoming us to the Congressional Holiday Ball last night. https://t.co/McNJMniXO3","['happy', 'holiday', 'white', 'house', 'thank', 'welcome', 'congressional', 'holiday', 'ball', 'last', 'night']"
401,RepBrownley,2022-12-06T21:26:14.000Z,Our nation is forever grateful for their courage and unwavering commitment to defending our democracy. https://t.co/52SXnuX792,"['nation', 'forever', 'grateful', 'courage', 'unwavering', 'commitment', 'defend', 'democracy']"
402,RepBrownley,2022-12-06T21:26:12.000Z,"Today, I had the honor of joining Speaker Pelosi in bestowing the Congressional Gold Medal to the men and women of the U.S. Capitol Police and the DC Police Department in recognition of their heroic actions on January 6, 2021. https://t.co/JeQlAaO769","['today', 'have', 'honor', 'join', 'speaker', 'pelosi', 'bestow', 'congressional', 'gold', 'medal', 'man', 'woman', 'capitol', 'police', 'dc', 'police', 'department', 'recognition', 'heroic', 'action', 'january']"
403,RepBrownley,2022-12-06T20:27:03.000Z,"Today, there are approximately 45,000 immigrants in the U.S. Armed Forces. For their service and sacrifices, the #VeteranServiceRecognitionAct provides immigrant veterans with the opportunities to become citizens of the country they defended.","['today', 'be', 'approximately', 'immigrant', 'armed', 'forces', 'service', 'sacrifice', 'veteranservicerecognitionact', 'provide', 'immigrant', 'veteran', 'opportunity', 'become', 'citizen', 'country', 'defend']"
404,RepBrownley,2022-12-06T15:55:02.000Z,"@RepKClark, I look forward to continuing to work alongside you #ForThePeople in the 118th Congress!","['look', 'forward', 'continue', 'work', 'forthepeople', 'congress']"
405,RepBrownley,2022-12-06T15:55:01.000Z,"Congratulations to Rep. Katherine Clark on recently being elected as the next Democratic Whip! Rep. Clark is a longtime friend, a trusted colleague, and a tireless advocate for women, children, and America’s working families. https://t.co/wJ6xWrpbNz","['congratulation', 'katherine', 'clark', 'recently', 'elect', 'next', 'democratic', 'whip', 'clark', 'longtime', 'friend', 'trusted', 'colleague', 'tireless', 'advocate', 'woman', 'child', 'america', 'work', 'family']"
406,RepBrownley,2022-12-05T23:14:46.000Z,"Constituent services continue to be my top priority. If you or someone you know needs assistance with a federal agency, please contact my office at (805) 379-1779. I am here to help!","['constituent', 'service', 'continue', 'top', 'priority', 'know', 'need', 'assistance', 'federal', 'agency', 'contact', 'office', 'here', 'help']"
407,RepBrownley,2022-12-05T23:14:45.000Z,"My office then contacted the U.S. Army, and upon receiving the necessary documentation, the Army shipped the replacement medal to my office. Recently, Ms. Reis was presented with her grandfather’s Purple Heart.","['office', 'then', 'contact', 'army', 'receive', 'necessary', 'documentation', 'army', 'ship', 'replacement', 'medal', 'office', 'recently', 'reis', 'present', 'grandfather', 'purple', 'heart']"
408,RepBrownley,2022-12-05T23:14:45.000Z,My office worked with the VA and the National Archives and Records Administration to obtain copies of the service records needed to order a replacement medal.,"['office', 'work', 'va', 'national', 'archives', 'records', 'administration', 'obtain', 'copy', 'service', 'record', 'need', 'order', 'replacement', 'medal']"
409,RepBrownley,2022-12-05T23:14:45.000Z,"Since Ms. Reis didn’t have the documentation to show her grandfather received the award, my office filed an inquiry with the Department of Veterans Affairs to obtain Mr. Reis’ records.","['reis', 'have', 'documentation', 'show', 'grandfather', 'receive', 'award', 'office', 'file', 'inquiry', 'department', 'veterans', 'affairs', 'obtain', 'reis', 'record']"
470,RepCori,2022-12-06T20:47:09.000Z,"RT @CHIRLA: Thank you, @RepCori, for standing with immigrants! It's time for permanent solutions for all undocumented community members tha…","['rt', 'thank', 'stand', 'immigrant', 'time', 'permanent', 'solution', 'undocumented', 'community', 'member', 'tha']"
471,RepCori,2022-12-06T14:50:17.000Z,"We won’t let corporate politicians sacrifice frontline communities like St. Louis for their own profits.

Congress must heed the call of 750+ environmental justice groups and keep Sen. Manchin’s #DirtyDeal out of the NDAA and any other must-pass legislation.","['let', 'corporate', 'politician', 'sacrifice', 'frontline', 'community', 'louis', 'own', 'profit', 'congress', 'heed', 'call', 'environmental', 'justice', 'group', 'keep', 'manchin', 'dirtydeal', 'ndaa', 'other', 'pass', 'legislation']"
472,RepCori,2022-12-06T00:34:17.000Z,"This is welcome news. Thank you @POTUS &amp; @DHSgov for heeding the call of advocates, lawmakers, &amp; impacted communities by extending &amp; redesignating Haiti for TPS. This decision will save lives. https://t.co/qSPN2RyA7w","['welcome', 'news', 'thank', 'amp', 'heed', 'call', 'advocate', 'lawmaker', 'amp', 'impact', 'community', 'extend', 'amp', 'redesignate', 'haiti', 'tps', 'decision', 'save', 'life']"
473,RepCori,2022-12-05T22:54:35.000Z,"Haiti is facing an unprecedented humanitarian crisis. 

@DHSgov must extend &amp; redesignate Haiti for Temporary Protected Status. #TPSforHaiti","['haiti', 'face', 'unprecedented', 'humanitarian', 'crisis', 'extend', 'amp', 'redesignate', 'haiti', 'temporary', 'protect', 'status']"
474,RepCori,2022-12-05T15:54:11.000Z,"Congratulations Leader @RepJeffries, Whip @RepKClark, Chair @RepPeteAguilar on leading us into a historic new era of Democratic leadership.

I look forward to continuing to work with you to ensure St. Louis is prioritized in Congress.","['congratulations', 'leader', 'whip', 'chair', 'lead', 'historic', 'new', 'era', 'democratic', 'leadership', 'look', 'forward', 'continue', 'work', 'ensure', 'louis', 'prioritize', 'congress']"
475,RepCori,2022-12-03T22:57:12.000Z,"Today &amp; every day, we must continue to uplift and advance policies that affirm the dignity, safety, and well-being of people living with disabilities. #InternationalDayofPeoplewithDisabilities","['today', 'amp', 'day', 'continue', 'uplift', 'advance', 'policy', 'affirm', 'dignity', 'safety', 'well', 'being', 'people', 'live', 'disability', 'internationaldayofpeoplewithdisabilitie']"
476,RepCori,2022-12-02T19:20:14.000Z,RT @amnestyusa: Thanks @RepCori @ayannapressley @mondairejones for your leadership on this critical letter. Haiti is facing a human rights…,"['rt', 'thank', 'leadership', 'critical', 'letter', 'haiti', 'face', 'human', 'right']"
477,RepCori,2022-12-01T22:51:44.000Z,"RT @commondreams: ""We have a moral obligation to protect Haitians fleeing violence, persecution, &amp; poverty,"" says @RepCori. https://t.co/Cd…","['rt', 'moral', 'obligation', 'protect', 'haitians', 'flee', 'violence', 'persecution', 'amp', 'poverty', 'say']"
478,RepCori,2022-12-01T17:17:54.000Z,"RT @RepPressley: Haiti is facing an unprecedented crisis that demands a compassionate response.

That's why I, @RepCori &amp; @RepMondaire are…","['rt', 'haiti', 'face', 'unprecedented', 'crisis', 'demand', 'compassionate', 'response', 'amp']"
479,RepCori,2022-12-01T17:17:39.000Z,"RT @RepMondaire: Haiti is facing turmoil, and a crisis of unimaginable proportions—and we have a duty to protect those seeking safe haven i…","['rt', 'haiti', 'face', 'turmoil', 'crisis', 'unimaginable', 'proportion', 'have', 'duty', 'protect', 'seek', 'safe', 'haven', 'i']"
480,RepCheri,2022-12-06T17:08:07.000Z,"I’m forever grateful to the officers who defended the U.S. Capitol &amp; saved my life, the lives of my colleagues &amp; our staff on Jan. 6, 2021.

Today, I joined my colleagues at the Congressional Gold Medal Ceremony to honor the service and sacrifice of our brave officers. https://t.co/nT2UpEgOe1","['forever', 'grateful', 'officer', 'defend', 'capitol', 'amp', 'save', 'life', 'life', 'colleague', 'amp', 'staff', 'today', 'join', 'colleague', 'congressional', 'gold', 'medal', 'ceremony', 'honor', 'service', 'sacrifice', 'brave', 'officer']"
481,RepCheri,2022-12-05T18:38:59.000Z,"It's beginning to look a lot like Christmas…🎄

Over the weekend, my husband, Gerry, put up our lovely Christmas trees in Illinois, and here in Washington, I also decided to decorate. Happy holidays! https://t.co/JBgcnSMq8Y","['begin', 'look', 'lot', 'christmas', 'weekend', 'husband', 'gerry', 'put', 'lovely', 'christmas', 'tree', 'illinois', 'here', 'washington', 'also', 'decide', 'decorate', 'happy', 'holiday']"
482,RepCheri,2022-12-04T23:39:53.000Z,The issues that impact rural America and our farmers can’t take a back seat - Democrats need to show up everywhere to get all of our communities on board. https://t.co/Hl90k425EK,"['issue', 'impact', 'rural', 'america', 'farmer', 'take', 'back', 'seat', 'democrats', 'need', 'show', 'everywhere', 'get', 'community', 'board']"
483,RepCheri,2022-12-04T21:01:50.000Z,"When Barack Obama campaigned in the Midwest, he pulled in rural voices and made sure everyone got a seat at the table.

He may not have won every rural county, but he earned a lot of rural votes. 

A good leader knows the value of showing up. 

WATCH my panel on @cnn here ⬇️ https://t.co/7iGSaC86H3","['barack', 'obama', 'campaign', 'midwest', 'pull', 'rural', 'voice', 'make', 'sure', 'get', 'seat', 'table', 'win', 'rural', 'county', 'earn', 'lot', 'rural', 'vote', 'good', 'leader', 'know', 'value', 'show', 'watch', 'panel', 'here']"
484,RepCheri,2022-12-04T16:06:55.000Z,"It was great to join @ScottJenningsKY, @finneyk and @JonahDispatch this morning on @CNN State of the Union with @jaketapper. 

Regardless of which state primaries are first, our rural communities need a voice at the table. Thanks for welcoming a Midwesterner’s view on the debate! https://t.co/d4r3ODPg0I","['great', 'join', 'morning', 'state', 'union', 'regardless', 'state', 'primary', 'first', 'rural', 'community', 'need', 'voice', 'table', 'thank', 'welcome', 'midwesterner', 'view', 'debate']"
485,RepCheri,2022-12-04T13:13:02.000Z,"RT @CNNSotu: Today on #CNNSOTU w/ @jaketapper:

➡️ @SecBlinken

➡️ @SenSherrodBrown

➡️ Rep-elect Mike Lawler (@lawler4ny)

➡️ PANEL: @Scot…","['rt', 'today', 'cnnsotu', 'rep', 'elect', 'mike', 'lawler', 'panel']"
486,RepCheri,2022-12-02T19:12:35.000Z,Wishing the @USMNT good luck in tomorrow's match against the Netherlands - I’ll be rooting you all on! 🇺🇸,"['wish', 'good', 'luck', 'tomorrow', 'match', 'netherlands', 'root']"
487,RepCheri,2022-12-01T22:16:16.000Z,"This week, I got to sit down with reporters like @rj_rodgers to chat about my near-decade of service in Congress.

As a former journalist, I’m so grateful for the important work they do in our community. Stay tuned for the next stops on my media tour on December 9th! https://t.co/UztWbhDtSq","['week', 'get', 'sit', 'reporter', 'chat', 'near', 'decade', 'service', 'congress', 'former', 'journalist', 'so', 'grateful', 'important', 'work', 'do', 'community', 'stay', 'tune', 'next', 'stop', 'media', 'tour', 'december']"
488,RepCheri,2022-12-01T20:54:33.000Z,My statement on today's @EPA biofuel blending announcement ⬇️ https://t.co/YSeJ2dJ9dD,"['statement', 'today', 'biofuel', 'blending', 'announcement']"
489,RepCheri,2022-11-30T22:53:28.000Z,"Congratulations to my colleagues, @RepJeffries, @RepKClark and @RepPeteAguilar, on their respective victories to lead @HouseDemocrats in the 118th Congress! https://t.co/GC0SKZ0WOT","['congratulation', 'colleague', 'respective', 'victory', 'lead', 'congress']"
490,GKButterfield,2022-09-24T18:18:01.000Z,https://t.co/5dADVLCBqr,[]
491,GKButterfield,2022-09-24T18:18:00.000Z,"40 years ago, the environmental justice movement was launched in Warren County, NC.

I am proud to join @EPAMichaelRegan &amp; leaders of this movement to announce the launch of EPA’s new national office charged with advancing environmental justice &amp; civil rights.","['year', 'ago', 'environmental', 'justice', 'movement', 'launch', 'warren', 'county', 'nc', 'proud', 'join', 'amp', 'leader', 'movement', 'announce', 'launch', 'epa', 'new', 'national', 'office', 'charge', 'advance', 'environmental', 'justice', 'amp', 'civil', 'right']"
492,GKButterfield,2022-09-24T18:14:57.000Z,RT @EPAMichaelRegan: I am honored to announce that @EPA is creating a new Office of Environmental Justice and Civil Rights — elevating thes…,"['rt', 'honor', 'announce', 'create', 'new', 'office', 'environmental', 'justice', 'civil', 'rights', 'elevate', 'the']"
493,GKButterfield,2022-09-15T15:20:11.000Z,"RT @RepHorsford: For decades, Washington has talked about lowering Rx costs for seniors. With the #InflationReductionAct, Democrats took on…","['rt', 'decade', 'washington', 'talk', 'lower', 'rx', 'cost', 'senior', 'inflationreductionact', 'democrats', 'take']"
494,GKButterfield,2022-09-11T14:42:12.000Z,"Today, we remember the lives lost and honor those who gave the ultimate sacrifice to preserve our peace and freedom on 9/11. #NeverForget https://t.co/S7jv3SZeHS","['today', 'remember', 'life', 'lose', 'honor', 'give', 'ultimate', 'sacrifice', 'preserve', 'peace', 'freedom', 'neverforget']"
495,GKButterfield,2022-09-08T17:31:27.000Z,"September is Peripheral Artery Disease Awareness Month. #PAD starts with mild symptoms, but can result in a limb amputation.  

Be sure to take care of you and your family. #PADAwarenessMonth #CBCxPAD @advcardiohealth @TheBlackCaucus 

Learn more: https://t.co/DF4tBlzMJA","['september', 'peripheral', 'artery', 'disease', 'awareness', 'month', 'pad', 'start', 'mild', 'symptom', 'result', 'limb', 'amputation', 'sure', 'take', 'care', 'family', 'padawarenessmonth', 'cbcxpad', 'learn', 'more']"
496,GKButterfield,2022-09-08T16:32:00.000Z,"RT @TheBlackCaucus: 🧵: September is #PADAwarenessMonth — According to a @propublica article, Black patients lose limbs at a rate triple tha…","['rt', 'september', 'padawarenessmonth', 'accord', 'article', 'black', 'patient', 'lose', 'limb', 'rate', 'triple', 'tha']"
497,GKButterfield,2022-09-06T21:36:15.000Z,"Congrats to @ridewithvia and its partners for making the past 2 years such a success story! 

Wilson RIDE is a true example of 21st century transportation. I am proud of 
@WilsonNC for pioneering the future of rural public transportation. https://t.co/aDBhVetrx9","['congrat', 'partner', 'make', 'past', 'year', 'success', 'story', 'wilson', 'ride', 'true', 'example', 'century', 'transportation', 'proud', 'pioneer', 'future', 'rural', 'public', 'transportation']"
498,GKButterfield,2022-08-25T15:55:09.000Z,"I commend @POTUS for delivering on a promise to bring financial relief to those suffering from the nearly $2T student loan debt. 

This action will make a big difference &amp; help unleash the economic potential of thousands of student borrowers in N.C. &amp; millions across the country. https://t.co/z0wt6UAf83","['commend', 'deliver', 'promise', 'bring', 'financial', 'relief', 'suffer', 'nearly', 't', 'student', 'loan', 'debt', 'action', 'make', 'big', 'difference', 'amp', 'help', 'unleash', 'economic', 'potential', 'thousand', 'student', 'borrower', 'amp', 'million', 'country']"
499,GKButterfield,2022-08-09T22:23:10.000Z,RT @NCCHCAOnline: We thank the reps of @SenatorBurr @SenThomTillis &amp; @GKButterfield who visited @thercchc today to celebrate Nat’l Health C…,"['rt', 'thank', 'rep', 'amp', 'visit', 'today', 'celebrate', 'health', 'c']"
520,RepCarbajal,2022-12-07T02:01:23.000Z,"Ayudé a Juana Flores, la madre del sargento de la Fuerza Aérea de los EE. UU. Caesar Flores, a regresar a este país después de ser deportada.

Los militares merecen la seguridad de saber que su familias pueden quedarse en el país al que han servido.","['ayudé', 'juana', 'flores', 'la', 'madre', 'del', 'sargento', 'de', 'la', 'fuerza', 'aérea', 'de', 'los', 'ee', 'uu', 'caesar', 'flores', 'regresar', 'este', 'país', 'después', 'de', 'ser', 'deportada', 'los', 'militare', 'merecen', 'la', 'seguridad', 'de', 'saber', 'que', 'su', 'familia', 'pueden', 'quedarse', 'el', 'país', 'al', 'que', 'han', 'servido']"
521,RepCarbajal,2022-12-07T02:01:14.000Z,"Tuve el honor de dirigir la Cámara antes de que aprobara mi proyecto de ley, La Ley de Protección de Padres Patriotas, que previene las deportaciones de los padres de militares. 

Le pido al Senado a que tome medidas sobre este proyecto de ley, y otras reformas.","['tuve', 'el', 'honor', 'la', 'cámara', 'antes', 'de', 'que', 'aprobara', 'mi', 'proyecto', 'de', 'ley', 'la', 'ley', 'de', 'protección', 'de', 'padres', 'patriotas', 'que', 'previene', 'las', 'deportaciones', 'de', 'los', 'padres', 'de', 'militare', 'le', 'pido', 'al', 'senado', 'que', 'tome', 'medida', 'sobre', 'este', 'proyecto', 'ley', 'y', 'otras', 'reforma']"
522,RepCarbajal,2022-12-06T23:29:33.000Z,"Tomorrow is the last day for Medicare open enrollment!

Thanks to the Inflation Reduction Act, starting next year, Medicare beneficiaries will get a $35 price cap on insulin, access to free vaccines, and more.

Find a plan for you ➡️  https://t.co/ADlDfU1B4y https://t.co/nXdpS7R7Ks","['tomorrow', 'last', 'day', 'medicare', 'open', 'enrollment', 'thank', 'inflation', 'reduction', 'act', 'start', 'next', 'year', 'medicare', 'beneficiary', 'get', 'price', 'cap', 'insulin', 'access', 'free', 'vaccine', 'more', 'find', 'plan']"
523,RepCarbajal,2022-12-06T20:19:32.000Z,"In 2019, I helped Juana Flores from Goleta, the mother of U.S. Air Force Sgt. Caesar Flores, return to the U.S. after being deported.

I wrote this bill because servicemembers deserve the security of knowing their family can stay in the country they have served.","['help', 'juana', 'flores', 'goleta', 'mother', 'air', 'force', 'sgt', 'caesar', 'flores', 'return', 'deport', 'write', 'bill', 'servicemember', 'deserve', 'security', 'know', 'family', 'stay', 'country', 'serve']"
524,RepCarbajal,2022-12-06T20:19:13.000Z,"As a veteran, I was honored to preside over the House today before it approved my bill, the Patriot Parents Act, which helps prevent deportations of servicemembers' parents.

I urge the Senate to take action on not only this bill, but also other critical immigration reforms. https://t.co/BbUkErP0az","['veteran', 'honor', 'preside', 'house', 'today', 'approve', 'bill', 'patriot', 'parents', 'act', 'help', 'prevent', 'deportation', 'servicemember', 'parent', 'urge', 'senate', 'take', 'action', 'only', 'bill', 'also', 'other', 'critical', 'immigration', 'reform']"
525,RepCarbajal,2022-12-06T00:33:49.000Z,"I was proud to help the PACT Act become law &amp; secure the largest expansion of veterans benefits in decades.

But the work is not done yet.

I will keep updating the Central Coast on its implementation &amp; making sure all qualifying veterans are able to access their benefits! https://t.co/lNZwOK2dOU","['proud', 'help', 'pact', 'act', 'become', 'law', 'amp', 'secure', 'large', 'expansion', 'veteran', 'benefit', 'decade', 'work', 'do', 'yet', 'keep', 'update', 'central', 'coast', 'implementation', 'amp', 'make', 'sure', 'qualify', 'veteran', 'able', 'access', 'benefit']"
526,RepCarbajal,2022-12-05T22:24:41.000Z,"Gun violence is now the leading cause of death for American kids.

More than car crashes.

More than heart or lung conditions.

We must do more to protect our kids and build a safer future for them, starting with banning the sale of assault weapons. https://t.co/oT55OeOTGD","['gun', 'violence', 'now', 'lead', 'cause', 'death', 'american', 'kid', 'more', 'car', 'crash', 'more', 'heart', 'lung', 'condition', 'do', 'more', 'protect', 'kid', 'build', 'safe', 'future', 'start', 'ban', 'sale', 'assault', 'weapon']"
527,RepCarbajal,2022-12-05T20:57:25.000Z,"Los soñadores que han llamado a los Estados Unidos su hogar toda su vida merecen quedarse en el país al que tanto han contribuido.

El Senado debe tomar medidas y aprobar la Ley de Sueños y Promesas. #HomeisHere","['los', 'soñadore', 'que', 'han', 'llamado', 'los', 'estados', 'unidos', 'su', 'hogar', 'toda', 'su', 'vida', 'merecen', 'quedarse', 'el', 'país', 'al', 'que', 'han', 'contribuido', 'el', 'senado', 'debe', 'tomar', 'medidas', 'y', 'aprobar', 'la', 'ley', 'de', 'sueños', 'y', 'promesas']"
528,RepCarbajal,2022-12-04T23:05:12.000Z,"The rise in anti-Semitism &amp; bigotry has no place in our society.

I'm glad to have advocates like @ADLSoCal Educator of the Year, Sarah Gluck Perez &amp; Ally of the Year, Rev. Randall Day to stand with as we condemn these prejudices on the Central Coast.

https://t.co/ESY3hYgfN8","['rise', 'anti', 'semitism', 'amp', 'bigotry', 'have', 'place', 'society', 'glad', 'have', 'advocate', 'educator', 'year', 'sarah', 'gluck', 'perez', 'amp', 'ally', 'year', 'randall', 'day', 'stand', 'condemn', 'prejudice', 'central', 'coast']"
529,RepCarbajal,2022-12-04T18:52:47.000Z,"I'm deeply grateful to the brave California firefighters and first responders who put their lives on the line to protect our community.

Your heroic work is remembered by all of Ventura and Santa Barbara Counties.","['deeply', 'grateful', 'brave', 'california', 'firefighter', 'first', 'responder', 'put', 'life', 'line', 'protect', 'community', 'heroic', 'work', 'remember', 'ventura', 'santa', 'barbara', 'counties']"
530,RepCardenas,2022-12-07T01:30:42.000Z,Had a great time speaking on a panel at the @HHFoundation's Habla Loud event! We discussed the importance of making sure the National Museum of the American Latino truly represents the diverse stories of our community — from the most beautiful to those that are hard to tell. https://t.co/XzyXTlpgQ5,"['have', 'great', 'time', 'speak', 'panel', 'habla', 'loud', 'event', 'discuss', 'importance', 'make', 'sure', 'national', 'museum', 'american', 'latino', 'truly', 'represent', 'diverse', 'story', 'community', 'most', 'beautiful', 'hard', 'tell']"
531,RepCardenas,2022-12-06T21:30:00.000Z,"Our veterans fought for our country, and now we're fighting for them. Today I voted with @HouseDemocrats to pass the #VeteranServiceRecognitionAct, protecting deported veterans’ access to the VA benefits they’ve earned. https://t.co/0TRX5QoghB","['veteran', 'fight', 'country', 'now', 'fight', 'today', 'vote', 'pass', 'veteranservicerecognitionact', 'protect', 'deport', 'veteran', 'access', 'va', 'benefit', 'earn']"
532,RepCardenas,2022-12-06T20:34:50.000Z,"Dreamers do amazing things for our country, and they deserve to be here. 80 percent of Americans support a path to citizenship for them. 

The Senate needs to act now to #ProtectDACA and pass the #AmericanDream &amp; Promise Act. https://t.co/DHe3rc5e2R","['dreamer', 'do', 'amazing', 'thing', 'country', 'deserve', 'here', 'percent', 'americans', 'support', 'path', 'citizenship', 'senate', 'need', 'act', 'now', 'pass', 'americandream', 'amp', 'promise', 'act']"
533,RepCardenas,2022-12-06T17:53:21.000Z,Beautiful evening with family and friends at the White House Congressional Holiday Ball 🙏🏾🕊️ https://t.co/uFaoxe8Qyb,"['beautiful', 'evening', 'family', 'friend', 'white', 'house', 'congressional', 'holiday', 'ball']"
534,RepCardenas,2022-12-05T22:56:18.000Z,"#TeamCárdenas attended the groundbreaking for the East San Fernando Valley light rail project in Van Nuys. I secured this nearly $1 billion investment alongside @SenAlexPadilla &amp; @SenFeinstein to help our community connect with loved ones, essential services &amp; new opportunities. https://t.co/0baO94UiDl","['teamcárdenas', 'attend', 'groundbreaking', 'east', 'san', 'fernando', 'valley', 'light', 'rail', 'project', 'van', 'nuys', 'secure', 'nearly', 'investment', 'amp', 'help', 'community', 'connect', 'love', 'one', 'essential', 'service', 'amp', 'new', 'opportunity']"
535,RepCardenas,2022-12-05T21:35:05.000Z,"Republicans want to leave Americans struggling with the weight of student debt.
 
They've tried to block President Biden's student debt forgiveness plan at every turn, so the Biden Administration is taking the fight to the Supreme Court this February.

https://t.co/IeN2i3JWaS","['republicans', 'want', 'leave', 'americans', 'struggle', 'weight', 'student', 'debt', 'try', 'block', 'president', 'biden', 'student', 'debt', 'forgiveness', 'plan', 'turn', 'biden', 'administration', 'take', 'fight', 'supreme', 'court', 'february']"
536,RepCardenas,2022-12-05T18:31:48.000Z,It's time for the Senate to act so that we can get this bill passed by the end of the year and improve mental health care across the nation.,"['time', 'senate', 'act', 'get', 'bill', 'pass', 'end', 'year', 'improve', 'mental', 'health', 'care', 'nation']"
537,RepCardenas,2022-12-05T18:31:48.000Z,"Earlier this year, the House passed the #RestoringHope for Mental Health and Well-Being Act. This bill includes provisions from my #988Implementation and Parity Implementation Assistance Acts, which work to make mental health care accessible for all Americans.","['early', 'year', 'house', 'pass', 'restoringhope', 'mental', 'health', 'well', 'being', 'act', 'bill', 'include', 'provision', 'parity', 'implementation', 'assistance', 'acts', 'work', 'make', 'mental', 'health', 'care', 'accessible', 'americans']"
538,RepCardenas,2022-12-05T17:10:54.000Z,RT @SenAlexPadilla: Excited to see the nearly $1 billion federal commitment that I secured with @SenFeinstein &amp; @RepCardenas for the East S…,"['rt', 'excite', 'see', 'nearly', 'federal', 'commitment', 'secure', 'amp', 'east', 's']"
539,RepCardenas,2022-12-03T01:00:00.000Z,"Alexandr Shakhov was waiting for his EAD card to make it through the USCIS backlog when he contacted us because he was afraid he would lose his job. We were able to get his employment authorization to him just in time. If you need help with USCIS, call us at (818) 221-3718. https://t.co/jH1SUHcYfx","['alexandr', 'shakhov', 'wait', 'ead', 'card', 'make', 'uscis', 'backlog', 'contact', 'afraid', 'lose', 'job', 'able', 'get', 'employment', 'authorization', 'just', 'time', 'need', 'help', 'uscis', 'call']"
560,RepAndreCarson,2022-12-06T20:27:56.000Z,"Veterans fought for our country, and now it’s our turn to fight for them. I voted for the #VeteranServiceRecognitionAct to make the naturalization process easier for active duty servicemembers. No veteran should have to fear deportation after serving our country.","['veteran', 'fight', 'country', 'now', 'turn', 'fight', 'vote', 'veteranservicerecognitionact', 'make', 'naturalization', 'process', 'easy', 'active', 'duty', 'servicemember', 'veteran', 'have', 'fear', 'deportation', 'serve', 'country']"
561,RepAndreCarson,2022-12-06T19:10:11.000Z,"RT @RepJeffries: The House will pass legislation to defend marriage equality this week. 

And send it to President Biden to be signed into…","['rt', 'house', 'pass', 'legislation', 'defend', 'marriage', 'equality', 'week', 'send', 'president', 'biden', 'sign']"
562,RepAndreCarson,2022-12-06T18:58:07.000Z,"Visitors can see one of these medals in the @Smithsonian and other artifacts from Jan 6. I hope every American takes time to learn and understand that day, including officers’ near-death experiences that left mental &amp; physical scars from defending the Capitol, and our democracy.","['visitor', 'see', 'medal', 'other', 'artifact', 'jan', 'hope', 'american', 'take', 'time', 'learn', 'understand', 'day', 'include', 'officer', 'death', 'experience', 'leave', 'mental', 'amp', 'physical', 'scar', 'defend', 'capitol', 'democracy']"
